"subtype","mean_nec","median_nec","q25_nec","q75_nec","se_nec","freq_nec","mean_no","median_no","q25_no","q75_no","se_no","freq_no","pval","mean","max","prevalence"
"subtype_beta_lactam__TEM-55",0.000255408086812686,0,0,0,0.000180136687111178,17,0.000151325202865536,0,0,0,4.47428919629275e-05,24,0.479356917877581,0.000195188703957549,0.0209866226710562,0.146428571428571
"subtype_beta_lactam__TEM-57",6.02890625425343e-06,0,0,0,6.02890625425343e-06,1,1.59004230841374e-05,0,0,0,1.08608837201281e-05,7,0.266202792696735,1.17402838486863e-05,0.00169645939479497,0.0285714285714286
"subtype_beta_lactam__TEM-59",0.00286318216211185,0,0,0,0.00152588150029585,22,0.00181728501979247,0,0,0,0.000732159981700217,35,0.545397513357742,0.00225805595834135,0.163373133420541,0.203571428571429
"subtype_beta_lactam__TEM-6",0.000586795695428554,0,0,0,0.000335129623221949,13,0.00064014225981888,0,0,0,0.000165208729716103,34,0.71259252414554,0.000617660493397243,0.0386296139335034,0.167857142857143
"subtype_beta_lactam__TEM-60",0.00047890526261425,0,0,0,0.000210443204068516,16,0.000363456209574804,0,0,0,0.000156270705362739,26,0.665287089894976,0.000412109739069999,0.0202124434302674,0.15
"subtype_beta_lactam__TEM-63",0.00357364019901106,0,0,0,0.00178323553625649,24,0.00499228084540259,0,0,0.000208010308726953,0.00111903824995289,45,0.94432720892991,0.0043944251444233,0.203221648549624,0.246428571428571
"subtype_beta_lactam__TEM-67",7.13129003366612e-07,0,0,0,7.13129003366612e-07,1,6.45065449659976e-06,0,0,0,2.57504988312573e-06,9,0.19624471222052,4.03269732445151e-06,0.000293971432568753,0.0357142857142857
"subtype_beta_lactam__TEM-7",0.0117869923723131,0,0,0,0.00566960141459785,24,0.0171225644813357,0,0,0.00131856796588342,0.00393241193542861,57,0.4104074926697,0.0148740019496762,0.646452741195301,0.289285714285714
"subtype_beta_lactam__TEM-70",2.11962320633132e-06,0,0,0,2.11962320633132e-06,1,1.93291332211328e-05,0,0,0,7.44162993276065e-06,12,0.0769035809190775,1.20765540006093e-05,0.000851570418795748,0.0464285714285714
"subtype_beta_lactam__TEM-73",1.00038081727238e-06,0,0,0,1.00038081727238e-06,1,5.86727529502879e-06,0,0,0,2.29916634135651e-06,8,0.19167359751268,3.8162269079743e-06,0.000217831506566097,0.0321428571428571
"subtype_beta_lactam__TEM-75",0.00121847881386622,0,0,0,0.000623163900474611,23,0.00150320661952552,0,0,0,0.000345354204856241,35,0.660658646804372,0.00138321418714053,0.0716877626803654,0.207142857142857
"subtype_beta_lactam__TEM-76",5.42601562882808e-06,0,0,0,5.42601562882808e-06,1,1.20097776976536e-06,0,0,0,9.13864117181184e-07,3,0.80646241583912,2.9815294389418e-06,0.000640269844201714,0.0142857142857143
"subtype_beta_lactam__TEM-78",7.60448694292585e-06,0,0,0,3.86294064410598e-06,5,2.69141638423444e-05,0,0,0,8.69670523133236e-06,19,0.154321016943739,1.87765142918752e-05,0.00107327022936008,0.0857142857142857
"subtype_beta_lactam__TEM-8",8.19676993745141e-05,0,0,0,4.66972879426265e-05,11,3.78014936613597e-05,0,0,0,1.22797784683157e-05,17,0.68528457000872,5.64143946404748e-05,0.00525021272245406,0.1
"subtype_beta_lactam__TEM-82",3.50788174971565e-05,0,0,0,3.37763008745721e-05,2,2.72780945766356e-06,0,0,0,1.26855605795571e-06,6,0.434363492894916,1.63614485600213e-05,0.00398390125281067,0.0285714285714286
"subtype_beta_lactam__TEM-83",4.82921067905675e-05,0,0,0,3.89613932309685e-05,8,9.2192363379119e-05,0,0,0,2.58346863573054e-05,28,0.160180478618063,7.3691540959658e-05,0.00458148644073227,0.128571428571429
"subtype_beta_lactam__TEM-85",1.43104257140501e-06,0,0,0,1.43104257140501e-06,1,2.43950199603089e-06,0,0,0,1.57166893868736e-06,4,0.57130768579016,2.01450838136713e-06,0.000222277047516425,0.0178571428571429
"subtype_beta_lactam__TEM-87",0.0020469667856287,0,0,0,0.000985779415369754,22,0.00325670015852584,0,0,8.63791598781848e-05,0.000788321221310192,41,0.922165241801903,0.00274688395137633,0.112303330672981,0.225
"subtype_beta_lactam__TEM-88",0.000355680990340722,0,0,0,0.00016392442051297,18,0.000377373301837564,0,0,0,0.000101861340207559,33,0.903266991796645,0.000368231541992466,0.0176003066061671,0.182142857142857
"subtype_beta_lactam__TEM-89",4.67257079283026e-05,0,0,0,2.77213098955402e-05,10,5.40629837661244e-05,0,0,0,1.39077614086635e-05,24,0.477608622786085,5.09708460916138e-05,0.00317637306721397,0.121428571428571
"subtype_beta_lactam__TEM-91",0.00117714148266706,0,0,0,0.000684629546684746,23,0.000944099228666553,0,0,0,0.000241388674439075,36,0.690595900204447,0.00104230989285248,0.0779421823674887,0.210714285714286
"subtype_beta_lactam__TEM-94",7.63057552949928e-05,0,0,0,6.50246023400045e-05,9,6.78549881682118e-05,0,0,0,1.5568852873358e-05,29,0.115792170656655,7.14163828859267e-05,0.00766900991166053,0.135714285714286
"subtype_beta_lactam__TEM-95",0.000177235349140609,0,0,0,8.93487283438519e-05,13,0.000411784975321065,0,0,0,0.000132905526000791,31,0.51195383045804,0.00031293906143073,0.0174286513143533,0.157142857142857
"subtype_beta_lactam__TEM-96",2.57461977063635e-05,0,0,0,1.45688402322176e-05,8,2.25888031552933e-05,0,0,0,7.17266189693135e-06,20,0.774810116905561,2.39194194303872e-05,0.00163624515740438,0.1
"subtype_beta_lactam__TER-2",2.06443786243514e-06,0,0,0,2.06443786243514e-06,1,1.73969864970756e-05,0,0,0,1.16400179460348e-05,3,0.42410546580534,1.093541242962e-05,0.00140844451584902,0.0142857142857143
"subtype_beta_lactam__blaZ",0.132060908026594,0.00249457266681907,0.000318822366678941,0.0263410993858018,0.0391369563425438,96,0.159621817645395,0.0048662470254603,0.000796112711685527,0.0800119764350035,0.0346591709624889,145,0.277438210689469,0.148006862877471,3.40953561152739,0.860714285714286
"subtype_beta_lactam__cepA",0.00384055179542459,0,0,0,0.00373649765428625,5,0.0109804165936189,0,0,0,0.00536723491724134,16,0.0913098176974951,0.0079714735715227,0.619398662424322,0.075
"subtype_beta_lactam__cphA2",0,0,0,0,0,0,5.37767428405967e-05,0,0,0,5.37767428405967e-05,1,0.592980098017424,3.11136869292024e-05,0.00871183234017667,0.00357142857142857
"subtype_beta_lactam__cphA7",0,0,0,0,0,0,3.15916179063572e-06,0,0,0,3.15916179063572e-06,1,0.592980098017424,1.82780075029638e-06,0.000511784210082986,0.00357142857142857
"subtype_beta_lactam__mecA",0.0650703992786949,0.000830792474475164,0,0.0116666231112645,0.018152301896004,87,0.0769762190235248,0.00213575839544883,0.00034249690730974,0.0457076034364586,0.0155824940749493,138,0.180657631484936,0.071958766416775,1.11627596470039,0.803571428571429
"subtype_beta_lactam__mreA",0.000193746013735537,0,0,0,6.5217537565585e-05,25,0.00264129832300742,0,0,0.000247224948502539,0.000872208539256048,57,0.00257080794117082,0.00160982984981427,0.102083809183889,0.292857142857143
"subtype_bicyclomycin__bcr-1",0.000224560335352306,0,0,0,0.000162187993551151,5,0.0018479278390413,0,0,0,0.00106289607959221,15,0.0611135034574555,0.00116379439105808,0.138830805332223,0.0714285714285714
"subtype_bleomycin__bleomycin resistance protein",0.025629533447405,0,0,0,0.0152278218857247,28,0.0603449121829227,0,0,0.000615679213324342,0.0207740835828796,53,0.168165738327829,0.0457148597158117,2.12424263854936,0.289285714285714
"subtype_chloramphenicol__Agrobacterium fabrum chloramphenicol acetyltransferase",6.53007520163194e-06,0,0,0,3.79042907601799e-06,4,4.22710394798642e-05,0,0,0,1.73831050606945e-05,13,0.103105430812136,2.72087759626092e-05,0.00191723767997798,0.0607142857142857
"subtype_chloramphenicol__Campylobacter coli chloramphenicol acetyltransferase",0,0,0,0,0,0,0.000222810342523714,0,0,0,0.000154059075769922,4,0.239066400966826,0.000128911698174435,0.0220036069964892,0.0142857142857143
"subtype_chloramphenicol__Lactobacillus reuteri cat-TC",0,0,0,0,0,0,2.18294610372557e-05,0,0,0,9.92274704901094e-06,8,0.0775963181717223,1.26299024572693e-05,0.0012087438092938,0.0285714285714286
"subtype_chloramphenicol__Pseudomonas aeruginos catB6",0,0,0,0,0,0,1.16429788677581e-05,0,0,0,1.15426877170875e-05,2,0.403124704441075,6.73629491634573e-06,0.00186994581720519,0.00714285714285714
"subtype_chloramphenicol__Pseudomonas aeruginos catB7",0.000261806497471348,0,0,0,0.000182154724911698,5,0.0017647576225668,0,0,0,0.00102131570988913,14,0.0679811556400414,0.00113137107699086,0.136388666344311,0.0678571428571429
"subtype_chloramphenicol__Streptococcus suis chloramphenicol acetyltransferase",0,0,0,0,0,0,8.22369705365473e-05,0,0,0,6.24469589396643e-05,5,0.169749439866464,4.75799615247167e-05,0.00984923812226281,0.0178571428571429
"subtype_chloramphenicol__catA4",0.00197262551627941,0,0,0.00108957629257997,0.000441354134910194,48,0.00996678363659144,0,0,0,0.00549412089177496,37,0.000886392443685822,0.00659781700017423,0.707169920936062,0.303571428571429
"subtype_chloramphenicol__catA8",1.35933443065078e-06,0,0,0,1.35933443065078e-06,1,2.44342462456133e-06,0,0,0,1.74659467056398e-06,3,0.80041334180956,1.98655804284188e-06,0.000255231485452265,0.0142857142857143
"subtype_chloramphenicol__catB11",5.47617454355638e-05,0,0,0,2.276255450307e-05,9,0.000244643590402226,0,0,0,0.000121696578589061,13,0.497120311892716,0.000164621955737704,0.015516457556159,0.0785714285714286
"subtype_chloramphenicol__catB2",0.000156681677138445,0,0,0,5.80556534717944e-05,10,0.000107117824389394,0,0,0,9.14676435868509e-05,13,0.468123370027399,0.000128005448047923,0.0148069178995023,0.0821428571428571
"subtype_chloramphenicol__catB3",2.43625090125391e-06,0,0,0,1.75429767559909e-06,2,0.00970208622546779,0,0,0,0.00602121895786153,11,0.0379235546931247,0.00561437659332904,0.830446052718264,0.0464285714285714
"subtype_chloramphenicol__catB8",3.88614604695434e-05,0,0,0,2.07969471100089e-05,7,5.01255876529349e-05,0,0,0,4.78702503886969e-05,2,0.188564654175545,4.53785626256485e-05,0.00774836488500804,0.0321428571428571
"subtype_chloramphenicol__catD",0.000105658040133437,0,0,0,5.70218307973802e-05,6,3.91370902627001e-05,0,0,0,2.49158707022372e-05,7,0.656745568631226,6.71709191367963e-05,0.00581182690809988,0.0464285714285714
"subtype_chloramphenicol__catI",0.0157611639513872,0,0,0,0.00950916086543899,29,0.0314142847868085,0,0,0,0.0104217413255333,37,0.352299576521106,0.0248176124347381,0.884206804736879,0.235714285714286
"subtype_chloramphenicol__cmlA5",0,0,0,0,0,0,2.61665937766591e-05,0,0,0,2.45926408990876e-05,2,0.435868900120589,1.51392435422099e-05,0.0039770126715786,0.00714285714285714
"subtype_chloramphenicol__cmx",3.73538329824703e-05,0,0,0,2.14187802228613e-05,5,0.000472405809851993,0,0,0,0.000242694022878005,18,0.0644789658851475,0.000289062476742694,0.0360021613526231,0.0821428571428571
"subtype_chloramphenicol__fexA",2.8052743447522e-06,0,0,0,2.8052743447522e-06,1,8.95552784821123e-05,0,0,0,5.95865103359812e-05,4,0.877419070036173,5.2996348167082e-05,0.00702920933936214,0.0178571428571429
"subtype_chloramphenicol__plasmid-encoded cat (pp-cat)",4.51533255252632e-05,0,0,0,2.54996247996879e-05,5,0.000385862336319159,0,0,0,0.000201687599805745,20,0.200464393927905,0.000242277824627446,0.0255234399888221,0.0892857142857143
"subtype_defensin__Bacillus subtilis mprF",5.42013916015861e-07,0,0,0,5.42013916015861e-07,1,1.99763713202273e-06,0,0,0,1.0962322773626e-06,4,0.643964775411111,1.38419591956269e-06,0.000124463337880572,0.0178571428571429
"subtype_defensin__Brucella suis mprF",0,0,0,0,0,0,4.66468066127213e-06,0,0,0,3.93581626672906e-06,2,0.363419351939321,2.69885095402173e-06,0.000624848547544927,0.00714285714285714
"subtype_defensin__Clostridium perfringens mprF",0.0212716943026176,0,0,1.91183188258881e-05,0.00674177421464764,31,0.0149688556435198,0,0,0.000520158080093448,0.00378172510634962,70,0.00190612372277799,0.0176250519355681,0.488571120843381,0.360714285714286
"subtype_defensin__Listeria monocytogenes mprF",2.26108988234167e-05,0,0,0,1.20234191516032e-05,8,4.54481711583546e-06,0,0,0,2.29751206062443e-06,10,0.971195395766518,1.21583801211733e-05,0.00122757702807678,0.0642857142857143
"subtype_defensin__Streptococcus agalactiae mprF",2.67869222607142e-05,0,0,0,1.68943281267384e-05,9,0.00232118547740673,0,0,0,0.0010200588707241,16,0.232123625234081,0.00135426037202376,0.119118392190827,0.0892857142857143
"subtype_florfenicol__floR",0,0,0,0,0,0,0.00636759244909201,0,0,0,0.00614392244740261,24,0.000517351505859853,0.0036841070598318,0.995392640478994,0.0857142857142857
"subtype_fosfomycin__Acinetobacter baumannii AbaF",0.000143676475928843,0,0,8.04985745773153e-05,4.47569029634964e-05,43,0.000164288144239472,0,0,0,4.76753832756972e-05,38,0.117242386031431,0.000155601798308564,0.00399160688330286,0.289285714285714
"subtype_fosfomycin__FosA",0.0896436631989918,0.00110427444847819,0,0.07864625066035,0.0172409810099611,67,0.0196317656756203,0,0,0.001471682040095,0.00558186031472169,67,0.0108958972649134,0.0491367796318983,0.81415627622305,0.478571428571429
"subtype_fosfomycin__FosA3",0.00490833741051135,0,0,0,0.00183847150813904,29,0.000807664505589675,0,0,0,0.000250744433928095,28,0.712661630686408,0.00253580522980667,0.12870212983124,0.203571428571429
"subtype_fosfomycin__FosA5",0.0535737155854756,0.00648613347046014,0,0.0677112095305582,0.0079592211295618,76,0.036554148544092,0.000142761638134387,0,0.0284338253311491,0.00572716548102897,86,0.0969723917121156,0.0437266803686751,0.428472948528832,0.578571428571429
"subtype_fosfomycin__FosA6",0.116006012297228,0.00868497367669622,0,0.215965428293258,0.0159685228820043,79,0.0646145317013507,0.00033836719321186,0,0.0602258905035214,0.0100463629804889,88,0.0170186539569264,0.0862723699524704,0.755861046996346,0.596428571428571
"subtype_fosfomycin__FosA7",0.0186593779116459,0,0,0,0.00612706168366407,17,0.0187209739163192,0,0,0,0.00756033195338569,26,0.718011499506978,0.018695015600064,0.702050780585691,0.153571428571429
"subtype_fosfomycin__FosX",0.000205504898317099,0,0,0,0.000116672959784284,4,0.000168674731444084,0,0,0,9.74727454914351e-05,10,0.664997562252738,0.000184196016054855,0.0146721894623497,0.05
"subtype_fusidic_acid__fusB",0.00849741074392619,0,0,0,0.00328886874497155,19,0.00495118660777596,0,0,0,0.00211517801158678,36,0.4718204885884,0.00644566677943927,0.280541669162032,0.196428571428571
"subtype_macrolide-lincosamide-streptogramin__Erm(52)",0,0,0,0,0,0,0.00011543370680651,0,0,0,7.4022606471863e-05,4,0.238803828446134,6.67866446523379e-05,0.0106207260632989,0.0142857142857143
"subtype_macrolide-lincosamide-streptogramin__LlmA 23S ribosomal RNA methyltransferase",0.000855551959899572,0,0,0,0.000290757863138093,22,0.000454587422334208,0,0,0,0.00014340375175581,30,0.58748862765146,0.000623565334593897,0.0222183022887005,0.185714285714286
"subtype_macrolide-lincosamide-streptogramin__RlmA(II)",0.0011366083009511,0,0,0.000538610049784415,0.000285459168282427,47,0.00577497555423222,0,0,0.000314440046192202,0.00241704436680352,61,0.246928583917334,0.00382023506892089,0.291301561142761,0.385714285714286
"subtype_macrolide-lincosamide-streptogramin__cfr(A)",0,0,0,0,0,0,4.27552926416095e-05,0,0,0,3.01398438927542e-05,2,0.435868900120589,2.47369907426455e-05,0.00349542416170252,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__cfr(C)",0.000794445584154804,0,0,0,0.00040622253013957,8,0,0,0,0,0,0,0.0569380756272164,0.000334802067608096,0.0421479785785419,0.0285714285714286
"subtype_macrolide-lincosamide-streptogramin__cfr(E)",1.21820195119095e-05,0,0,0,6.63503176623807e-06,5,0.000202607518447439,0,0,0,0.000170118231597436,3,0.258239863148094,0.000122356772467466,0.0273098236375005,0.0285714285714286
"subtype_macrolide-lincosamide-streptogramin__cipA",2.07411688681146e-05,0,0,0,1.27564237177788e-05,3,0,0,0,0,0,0,0.324334029676957,8.74092116584828e-06,0.0012142797016,0.0107142857142857
"subtype_macrolide-lincosamide-streptogramin__clbA",0,0,0,0,0,0,1.35608705678262e-05,0,0,0,1.35608705678262e-05,1,0.592980098017424,7.84593225709946e-06,0.00219686103198785,0.00357142857142857
"subtype_macrolide-lincosamide-streptogramin__clcD",0,0,0,0,0,0,5.5114377214177e-06,0,0,0,5.5114377214177e-06,1,0.592980098017425,3.1887603959631e-06,0.000892852910869667,0.00357142857142857
"subtype_macrolide-lincosamide-streptogramin__ere(D)",0,0,0,0,0,0,1.98608348678246e-05,0,0,0,1.98608348678246e-05,1,0.592980098017425,1.14909116020985e-05,0.00321745524858759,0.00357142857142857
"subtype_macrolide-lincosamide-streptogramin__erm(36)",0,0,0,0,0,0,7.21796479931957e-06,0,0,0,7.21796479931957e-06,1,0.592980098017424,4.17610820532061e-06,0.00116931029748977,0.00357142857142857
"subtype_macrolide-lincosamide-streptogramin__erm(39)",4.14542469436689e-06,0,0,0,4.14542469436689e-06,1,0.000101213459841182,0,0,0,7.36789604672292e-05,3,0.649790607871084,6.03062164578813e-05,0.0112066439219266,0.0142857142857143
"subtype_macrolide-lincosamide-streptogramin__erm(40)",1.89444289002952e-07,0,0,0,1.89444289002952e-07,1,5.47980066190557e-06,0,0,0,5.47980066190557e-06,1,0.992597072089451,3.25029333332518e-06,0.000887727707228703,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__erm(50)",0,0,0,0,0,0,1.96020371240473e-06,0,0,0,1.4388225620857e-06,2,0.139425753746465,1.13411786217703e-06,0.000204589931947258,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__erm(B)",0.0545791715041756,0.000265586266230951,0,0.0101456047199805,0.0168229131842962,63,0.0622772981505981,0.00020122931756705,0,0.0277173120749582,0.0155988482161293,88,0.887406893413708,0.0590330876353201,1.66144697679801,0.539285714285714
"subtype_macrolide-lincosamide-streptogramin__erm(C)",0.465666581122659,0.0061351780845583,0.000615711799151292,0.045212904044819,0.15870323751031,104,0.591712484666929,0.00517572917614083,6.47767687185921e-05,0.0656069518161557,0.18854018943424,122,0.18526934459632,0.538593139601844,20.0154194775086,0.807142857142857
"subtype_macrolide-lincosamide-streptogramin__erm(F)",0.000373214485928346,0,0,0,0.000186965150391888,12,0.00194141795351261,0,0,0,0.00108835709206312,18,0.993131393067879,0.00128053220645924,0.147476841174988,0.107142857142857
"subtype_macrolide-lincosamide-streptogramin__erm(G)",0.00707350806022003,0,0,0,0.00403634219663573,4,9.52804367912836e-05,0,0,0,5.37333402966676e-05,8,0.57896159335708,0.00303610493523626,0.325973137710668,0.0428571428571429
"subtype_macrolide-lincosamide-streptogramin__erm(T)",0.0085717161387799,0,0,0,0.00596478847832315,9,0.0125174539930511,0,0,0,0.00550081615052136,26,0.335072577065998,0.010854607325894,0.635074517955644,0.125
"subtype_macrolide-lincosamide-streptogramin__erm(X)",0.0171931476810011,0,0,7.97770749451445e-05,0.00666313570072906,31,0.00325870505826314,0,0,0.000771111831661001,0.00127510937249305,74,0.0341752990186761,0.00913107730641701,0.418934951447063,0.375
"subtype_macrolide-lincosamide-streptogramin__lmrB",1.7448613448601e-06,0,0,0,1.7448613448601e-06,1,3.47233524745388e-05,0,0,0,2.29176236256577e-05,5,0.522913782009438,2.08252740698885e-05,0.003136519251795,0.0214285714285714
"subtype_macrolide-lincosamide-streptogramin__lmrC",3.01458006214748e-05,0,0,0,1.40723287799819e-05,8,9.42257791285006e-06,0,0,0,7.33119586333214e-06,4,0.136731168596286,1.81559360543419e-05,0.0013507359363516,0.0428571428571429
"subtype_macrolide-lincosamide-streptogramin__lmrD",0.0108701780771937,0.00105253637296777,0,0.00784227389153835,0.00253374098601293,86,0.0171381513127507,0.00201699501455479,0.000125303685312974,0.0142679696662013,0.00264257501266051,129,0.0892347204464183,0.0144966483063374,0.184215671169285,0.767857142857143
"subtype_macrolide-lincosamide-streptogramin__lnu(A)",0.000993111271807118,0,0,0,0.000550340383076741,12,0.0356298747338848,0,0,0.000117721495198377,0.0325307940891597,42,0.0342575003613292,0.021032952989152,5.27049108620552,0.192857142857143
"subtype_macrolide-lincosamide-streptogramin__lnu(C)",0,0,0,0,0,0,0.0014437735196377,0,0,0,0.000746485402948243,11,0.0119093994448001,0.000835326107790384,0.09733554013653,0.0392857142857143
"subtype_macrolide-lincosamide-streptogramin__lsa(A)",0.0520340664153577,0.00497029009071896,0,0.0273772678203726,0.0127608267120437,84,0.0782674050676048,0.00759042974021503,5.63110250265921e-05,0.0554107164066829,0.0126788205734793,122,0.0740010437412058,0.0672119266355864,0.783191183820208,0.735714285714286
"subtype_macrolide-lincosamide-streptogramin__lsa(B)",0.000272917662025545,0,0,0,0.000106839806727269,10,0.000152627893035956,0,0,0,8.51507844580987e-05,13,0.675429979279252,0.000203321438538712,0.012435710127413,0.0821428571428571
"subtype_macrolide-lincosamide-streptogramin__lsa(C)",0.00916012762491456,0,0,0,0.00431318554678672,24,0.00614340730976938,0,0,0,0.00327920073073201,32,0.97936199166876,0.00741473944258057,0.417907180194546,0.2
"subtype_macrolide-lincosamide-streptogramin__lsa(D)",3.78148268210453e-05,0,0,0,2.84568649559991e-05,4,0.000317821950399688,0,0,0,0.000162838466482793,22,0.0324462977293543,0.000199818948320117,0.0182736598527299,0.0928571428571429
"subtype_macrolide-lincosamide-streptogramin__macA",0.127785906886135,0.133572775653484,0.0524920161678042,0.189809362211733,0.00741393795498531,114,0.0894259422815588,0.0640345471615634,0.00116900812527458,0.171912463180275,0.00695701714204881,153,0.000408834675615204,0.105591927364916,0.326469897336823,0.953571428571429
"subtype_macrolide-lincosamide-streptogramin__macB",0.125434768656358,0.131526910382268,0.0577125957830131,0.186714847259923,0.00691503222258641,115,0.0883446712706566,0.0627726667854669,0.00454691138560794,0.171150799136178,0.00659525265696222,162,0.00102774920384386,0.103975498026059,0.289013501513476,0.989285714285714
"subtype_macrolide-lincosamide-streptogramin__mef(E)",2.33160010839309e-05,0,0,0,1.06094235722584e-05,13,1.04708228530059e-05,0,0,0,4.56978295550391e-06,12,0.0748940208822524,1.588414796461e-05,0.00114908740600487,0.0892857142857143
"subtype_macrolide-lincosamide-streptogramin__mef(En2)",0.00028740280956456,0,0,0,0.000269064859877051,6,0.0136534735053363,0,0,0,0.00681672655472311,16,0.319773970397135,0.0080206294264039,0.883216546713605,0.0785714285714286
"subtype_macrolide-lincosamide-streptogramin__mel",0.00925979074385274,0,0,0.00128874361887411,0.00272905158421645,54,0.0162204928083474,0,0,0.00111919230540857,0.00478930632571332,69,0.718932824683089,0.0132870540811675,0.374341437300388,0.439285714285714
"subtype_macrolide-lincosamide-streptogramin__mph(A)",0.0381610291100388,0,0,0,0.0157337650287268,14,0.0529866935425875,0,0,0,0.019495350950376,36,0.285195428276857,0.0467387349602991,1.59741729500323,0.178571428571429
"subtype_macrolide-lincosamide-streptogramin__mph(B)",0.0199018799699242,0,0,0,0.00767258778067168,17,0.0458257056871891,0,0,0.000181530541988034,0.0115457644847221,48,0.00910470254623408,0.0349006648491989,0.705898998320429,0.232142857142857
"subtype_macrolide-lincosamide-streptogramin__mph(C)",0.0170562756082691,9.45758548297345e-05,0,0.00145823854561069,0.00765776961573616,61,0.0446939147520847,0.000377048995488417,0,0.00355316832592984,0.0142376905645939,95,0.430581225883916,0.0330466239700481,1.59451765257629,0.557142857142857
"subtype_macrolide-lincosamide-streptogramin__msr(A)",0.0355467667277822,0.00013228041043666,0,0.00264606699528866,0.0144410404901456,70,0.0547982604209323,0.000624559561802735,0,0.0046730295521988,0.0171692220021843,116,0.413355466922198,0.0466851309359619,1.70714450652766,0.664285714285714
"subtype_macrolide-lincosamide-streptogramin__msr(C)",0.0138564922941081,0,0,0,0.0084603309313298,10,0.0243128263363814,0,0,0,0.00807714361213694,30,0.106234921963329,0.0199062284185662,0.875610480593419,0.142857142857143
"subtype_macrolide-lincosamide-streptogramin__ole(C)",0,0,0,0,0,0,3.39523424798556e-07,0,0,0,2.70273181815562e-07,2,0.358953817839163,1.96438552919164e-07,4.18409987637761e-05,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__optrA",2.43041611379182e-05,0,0,0,1.11172268392597e-05,12,1.98112798527433e-05,0,0,0,1.85591749634071e-05,8,0.207251050868314,2.17047083943527e-05,0.00300623299562688,0.0714285714285714
"subtype_macrolide-lincosamide-streptogramin__poxtA",1.25433514737301e-06,0,0,0,1.25433514737301e-06,1,7.61161265989081e-05,0,0,0,4.82589580254689e-05,5,0.588408257729315,4.4567228772904e-05,0.00700918300423138,0.0214285714285714
"subtype_macrolide-lincosamide-streptogramin__vat(B)",0.000644638564226851,0,0,0,0.000365322496918219,15,0.000310669450315517,0,0,0,0.00014308926702106,23,0.545734514901463,0.000451413576892437,0.0408933618301361,0.135714285714286
"subtype_macrolide-lincosamide-streptogramin__vat(E)",1.07919100233397e-05,0,0,0,5.06702992393475e-06,5,1.05581934569107e-05,0,0,0,7.53225188854885e-06,5,0.701765042258479,1.06566882956201e-05,0.00117547668944564,0.0357142857142857
"subtype_macrolide-lincosamide-streptogramin__vat(F)",1.41468703264785e-05,0,0,0,1.31497467889396e-05,2,0.000171285902218463,0,0,0,7.25855274800431e-05,14,0.0349242066798889,0.000105063024492555,0.0093676363582219,0.0571428571428571
"subtype_macrolide-lincosamide-streptogramin__vga(A)",0.00937150103518092,0,0,0,0.00642742584075487,23,0.0264624251829254,0,0,8.87523485647552e-05,0.0212239724737389,46,0.305211404619275,0.0192598214349474,3.41377673005717,0.246428571428571
"subtype_macrolide-lincosamide-streptogramin__vga(E) Staphylococcus cohnii",0,0,0,0,0,0,0.000126194544795246,0,0,0,8.96412163381589e-05,2,0.363112588546186,7.30125580601068e-05,0.0114855492496589,0.00714285714285714
"subtype_macrolide-lincosamide-streptogramin__vgaALC",0.00214623645793336,0,0,0,0.00124144796722957,20,0.00453835499693773,0,0,0,0.00357724525406086,38,0.36542357036497,0.00353024789835732,0.575662250064335,0.207142857142857
"subtype_macrolide-lincosamide-streptogramin__vmlR",1.5102049130066e-06,0,0,0,1.5102049130066e-06,1,6.78342170851719e-05,0,0,0,5.54456895512301e-05,4,0.684388087870259,3.98833833840451e-05,0.00888694507394093,0.0178571428571429
"subtype_multidrug__Acinetobacter baumannii AmvA",0.00143912519884682,0.000384297955999458,0,0.00113693717772045,0.000259400473814568,84,0.000871989110617747,0,0,0.000284584528678951,0.000284995730661325,74,6.7707485145137e-06,0.00111099646208572,0.0363220373108498,0.564285714285714
"subtype_multidrug__Enterobacter cloacae acrA",0.033942141531889,0.00697221018525228,0.00131905455106676,0.0423515967266874,0.00480230025206972,109,0.00700774327579581,0.000842837530991018,6.0089443409273e-05,0.00403872359811345,0.00145281707267436,129,1.1638754150205e-06,0.0183586682551494,0.199437025103557,0.85
"subtype_multidrug__Escherichia coli acrA",0.0315899519142147,0.00864810006415497,0.00414085572216598,0.037187382315032,0.00447068952812729,113,0.0343931189713211,0.00611763849953477,0.000261334237435613,0.0354750013683752,0.00441919691432243,141,0.0259356236194339,0.0332117842829691,0.205231529415743,0.907142857142857
"subtype_multidrug__Escherichia coli mdfA",0.39368103676655,0.417356620459428,0.180184206307303,0.576599729074598,0.0224012900937696,114,0.265152776358013,0.188158881044126,0.00194204518521619,0.495080421452583,0.0209316764972584,151,9.51561702892524e-05,0.319318257530182,0.898906214382592,0.946428571428571
"subtype_multidrug__Klebsiella pneumoniae KpnG",0.0010814193598061,0,0,0.000478445985098704,0.000234994655059752,49,0.000856457805412187,0,0,0.000106646265804962,0.00020086039825641,48,0.0030887454407059,0.000951263031906762,0.0148022324469457,0.346428571428571
