contig	length	reference	order	evidence	score	amb_region
S_ID021_T1repeat_k141_4332	1576	NZ_CP042398.1	Lactobacillales	Transformer	0.110897496342659	1-1563
S_ID021_T1repeat_k141_4471	3640	NC_000938.1	Lactobacillales	Transformer	0.993491232395172	
S_ID021_T1repeat_k141_4472	4591	NC_005323.1	Lactobacillales	Transformer	0.999929428100586	
S_ID021_T1repeat_k141_4604	1269	NZ_CP054154.1	Lactobacillales	Transformer	0.8138123154640198	0-1272
S_ID021_T1repeat_k141_4713	2127	NZ_MG813924.1	Lactobacillales	Transformer	0.6732871532440186	582-1828
S_ID021_T1repeat_k141_637	1477	NZ_LR135288.1	Lactobacillales	BLASTn	nan	119-1476
S_ID021_T1repeat_k141_1675	1366	NZ_CP021914.1	Rhodobacterales	Transformer	0.9788509607315063	
S_ID021_T1repeat_k141_1275	1319	NZ_CP029234.1	Hyphomicrobiales	Transformer	0.7665690183639526	
S_ID021_T1repeat_k141_1336	1515	NZ_LR134459.1	Corynebacteriales	Transformer	0.9738261103630066	
S_ID021_T1repeat_k141_2711	1090	NZ_CP025210.1	Corynebacteriales	Transformer	0.996399998664856	
S_ID021_T1repeat_k141_431	3323	NC_014908.1	Burkholderiales	Transformer	0.9919012188911438	577-2654
S_ID021_T1repeat_k141_443	1563	NC_007971.2	Burkholderiales	Transformer	0.9231497049331664	0-1562
S_ID021_T1repeat_k141_611	1131	NC_012849.1	Burkholderiales	Transformer	0.9993652701377868	
S_ID021_T1repeat_k141_659	1292	NC_012849.1	Burkholderiales	Transformer	0.9992050528526306	
S_ID021_T1repeat_k141_714	1655	NC_012849.1	Burkholderiales	Transformer	0.9989786148071288	
S_ID021_T1repeat_k141_726	1234	NZ_CP022767.1	Burkholderiales	Transformer	0.6808804869651794	
S_ID021_T1repeat_k141_865	1364	NC_012849.1	Burkholderiales	Transformer	0.9992462396621704	
S_ID021_T1repeat_k141_1031	1017	NZ_CP017753.1	Burkholderiales	Transformer	0.8583217263221741	
S_ID021_T1repeat_k141_1041	1236	NC_012849.1	Burkholderiales	Transformer	0.9988501071929932	
S_ID021_T1repeat_k141_1164	2809	NC_012849.1	Burkholderiales	Transformer	0.999454915523529	75-2808
S_ID021_T1repeat_k141_1727	1114	NZ_CP011515.1	Burkholderiales	Transformer	0.983355700969696	638-1087
S_ID021_T1repeat_k141_1938	1508	NC_012849.1	Burkholderiales	Transformer	0.9971390962600708	
S_ID021_T1repeat_k141_1997	1232	NC_012849.1	Burkholderiales	Transformer	0.9993952512741088	
S_ID021_T1repeat_k141_2141	1211	NC_012849.1	Burkholderiales	Transformer	0.9986284971237184	
S_ID021_T1repeat_k141_2177	1066	NC_012849.1	Burkholderiales	Transformer	0.9978746175765992	0-1065
S_ID021_T1repeat_k141_2434	1737	NC_012849.1	Burkholderiales	Transformer	0.997914969921112	
S_ID021_T1repeat_k141_2464	1809	NC_012849.1	Burkholderiales	Transformer	0.9989657402038574	
S_ID021_T1repeat_k141_2688	1773	NC_007971.2	Burkholderiales	Transformer	0.8113648891448975	431-1718
S_ID021_T1repeat_k141_2698	1089	NC_012849.1	Burkholderiales	Transformer	0.8048174977302551	0-1088
S_ID021_T1repeat_k141_2702	1307	NC_007971.2	Burkholderiales	Transformer	0.93555748462677	0-1306
S_ID021_T1repeat_k141_2720	1728	NC_012849.1	Burkholderiales	Transformer	0.9980736970901488	
S_ID021_T1repeat_k141_2769	1865	NC_012849.1	Burkholderiales	Transformer	0.9995569586753844	
S_ID021_T1repeat_k141_2833	1036	NC_012849.1	Burkholderiales	Transformer	0.9216410517692566	0-1035
S_ID021_T1repeat_k141_3605	1019	NC_012849.1	Burkholderiales	Transformer	0.8071345090866089	0-565
S_ID021_T1repeat_k141_3769	1202	NC_012849.1	Burkholderiales	Transformer	0.9243258237838744	0-1201
S_ID021_T1repeat_k141_4046	1410	NC_012849.1	Burkholderiales	Transformer	0.2889401316642761	0-1409
S_ID021_T1repeat_k141_4287	1602	NC_012849.1	Burkholderiales	Transformer	0.9994239807128906	
S_ID021_T1repeat_k141_1313	1019	CP070278.1	Bacteroidales	Transformer	0.8953957557678223	
contig	length	reference	order	evidence	score	amb_region
S_ID021_T2_k141_44	1807	NZ_CP063872.1	Enterobacterales	Transformer	0.998590648174286	0-1806
S_ID021_T2_k141_56	1930	NZ_AP023207.1	Enterobacterales	Transformer	0.4698258936405182	1-1929
S_ID021_T2_k141_59	1189	NZ_CP048307.1	Enterobacterales	Transformer	0.0116540165618062	0-1188
S_ID021_T2_k141_70	1136	NZ_CP070033.1	Enterobacterales	Transformer	0.0066447183489799	1-1135
S_ID021_T2_k141_86	1201	NZ_CP042247.1	Enterobacterales	Transformer	0.9994885921478271	
S_ID021_T2_k141_93	4968	NZ_MW567497.1	Enterobacterales	Transformer	0.9996545314788818	3-3748
S_ID021_T2_k141_126	29817	CP071168.1	Enterobacterales	Transformer	0.999822199344635	0-150,259-1197,29672-29816
S_ID021_T2_k141_152	1008	NZ_CP070033.1	Enterobacterales	Transformer	0.1699048578739166	0-1007
S_ID021_T2_k141_177	1187	NZ_CP019258.1	Enterobacterales	Transformer	0.4838882982730865	0-1186
S_ID021_T2_k141_192	1748	NZ_CP014271.1	Enterobacterales	Transformer	0.6997494101524353	86-1635
S_ID021_T2_k141_223	1563	NZ_CP070151.1	Enterobacterales	Transformer	0.9997976422309875	
S_ID021_T2_k141_241	5198	NZ_CP063877.1	Enterobacterales	Transformer	0.9995972514152528	0-158,3477-4718,4966-5197
S_ID021_T2_k141_247	1100	NZ_CP031350.1	Enterobacterales	Transformer	0.8444536328315735	621-1099
S_ID021_T2_k141_257	1147	NZ_CP070151.1	Enterobacterales	Transformer	0.9986139535903932	
S_ID021_T2_k141_272	122394	NZ_CP074582.1	Enterobacterales	Transformer	0.9439542293548584	92571-105214,105495-105932,105995-118631
S_ID021_T2_k141_302	1212	NZ_AP023207.1	Enterobacterales	Transformer	0.9888985753059388	0-1211
S_ID021_T2_k141_309	1088	NZ_CP015754.1	Enterobacterales	Transformer	0.9488714337348938	0-1087
S_ID021_T2_k141_321	1521	NZ_CP070116.1	Enterobacterales	Transformer	0.9992076754570008	
S_ID021_T2_k141_331	1265	NZ_CP048307.1	Enterobacterales	Transformer	0.3423593640327453	0-1264
S_ID021_T2_k141_337	1114	NZ_CP041417.1	Enterobacterales	Transformer	0.4684724509716034	0-1114
S_ID021_T2_k141_367	1269	NZ_CP070116.1	Enterobacterales	Transformer	0.9987620115280152	
S_ID021_T2_k141_375	1374	NZ_CP070151.1	Enterobacterales	Transformer	0.9996128678321838	
S_ID021_T2_k141_390	1428	NZ_LT985269.1	Enterobacterales	Transformer	0.4976817369461059	0-1427
S_ID021_T2_k141_391	201498	NZ_CP079608.1	Enterobacterales	Transformer	0.9915744662284852	74517-94890,95263-96062,96287-130847,130889-145785
S_ID021_T2_k141_393	1671	NZ_CP063872.1	Enterobacterales	Transformer	0.6214665770530701	0-1670
S_ID021_T2_k141_427	1075	NZ_CP048309.1	Enterobacterales	Transformer	0.0012342340778559	0-1074
S_ID021_T2_k141_430	1134	NZ_CP070116.1	Enterobacterales	Transformer	0.9995531439781188	
S_ID021_T2_k141_431	1635	CP057032.1	Enterobacterales	Transformer	0.9965450167655944	
S_ID021_T2_k141_511	8834	CP071170.1	Enterobacterales	Transformer	0.9998151659965516	0-145,2745-3378,3491-3680,8316-8319,8325-8813,8818-8838
S_ID021_T2_k141_524	1290	NZ_AP023209.1	Enterobacterales	Transformer	0.1332921236753463	0-1289
S_ID021_T2_k141_526	10141	CP071168.1	Enterobacterales	Transformer	0.999427616596222	0-141
S_ID021_T2_k141_530	7983	NZ_CP075882.1	Enterobacterales	Transformer	0.9989901185035706	0-198,6855-7982
S_ID021_T2_k141_531	10293	CP071168.1	Enterobacterales	Transformer	0.9997065663337708	2305-2704
S_ID021_T2_k141_545	4786	NZ_MW495061.1	Enterobacterales	Transformer	0.9995238780975342	
S_ID021_T2_k141_561	1307	NZ_CP041417.1	Enterobacterales	Transformer	0.0010262144496664	0-1306
S_ID021_T2_k141_565	1796	NZ_MG825383.1	Enterobacterales	Transformer	0.994513988494873	0-1794
S_ID021_T2_k141_566	4340	AP024132.2	Enterobacterales	Transformer	0.5140860080718994	0-4064
S_ID021_T2_k141_594	2170	CP056845.1	Enterobacterales	Transformer	0.4353965520858764	26-2169
S_ID021_T2_k141_603	1274	NZ_CP048307.1	Enterobacterales	Transformer	0.0024100246373564	15-1273
S_ID021_T2_k141_609	2304	NZ_CP070116.1	Enterobacterales	Transformer	0.9997902512550354	0-2303
S_ID021_T2_k141_612	7217	NZ_CP022441.1	Enterobacterales	Transformer	0.9986975193023682	
S_ID021_T2_k141_620	1830	NZ_CP075882.1	Enterobacterales	Transformer	0.9995167255401612	0-285,417-1217,1688-1829
S_ID021_T2_k141_622	1051	NZ_AP023207.1	Enterobacterales	Transformer	0.0244973953813314	0-1050
S_ID021_T2_k141_626	1805	NZ_CP041417.1	Enterobacterales	Transformer	0.0371516235172748	0-1804
S_ID021_T2_k141_663	3806	NZ_CP072963.1	Enterobacterales	Transformer	0.9977765679359436	0-3805
S_ID021_T2_k141_673	188857	CP052389.1	Enterobacterales	Transformer	0.849689245223999	72757-137206
S_ID021_T2_k141_677	12915	CP071170.1	Enterobacterales	Transformer	0.9989885687828064	0-144,1701-5086,5395-7021,9137-12914
S_ID021_T2_k141_695	2595	NZ_CP048307.1	Enterobacterales	Transformer	0.0512983426451683	0-2594
S_ID021_T2_k141_706	1035	NZ_CP055252.1	Enterobacterales	Transformer	0.5008745193481445	0-1034
S_ID021_T2_k141_722	1435	NZ_CP063154.1	Enterobacterales	Transformer	0.9989503026008606	0-1432
S_ID021_T2_k141_732	1119	NZ_CP041417.1	Enterobacterales	Transformer	0.0128288445994257	0-1118
S_ID021_T2_k141_737	2799	NZ_CP063485.1	Enterobacterales	Transformer	0.9977349042892456	1934-2779
S_ID021_T2_k141_746	26340	NZ_MK433207.1	Enterobacterales	Transformer	0.2111114710569381	0-25785
S_ID021_T2_k141_758	120797	CP052389.1	Enterobacterales	Transformer	0.8033692836761475	35152-66813,66963-73552
S_ID021_T2_k141_763	16837	CP071170.1	Enterobacterales	Transformer	0.9996896982192992	0-144,589-1216,1591-15067,16431-16836
S_ID021_T2_k141_767	1109	NZ_CP070025.1	Enterobacterales	Transformer	0.980412781238556	
S_ID021_T2_k141_835	5356	NZ_CP049291.1	Enterobacterales	Transformer	0.9827662706375122	0-1060
S_ID021_T2_k141_890	1418	NZ_CP048307.1	Enterobacterales	Transformer	0.0213920399546623	0-1417
S_ID021_T2_k141_895	1195	NZ_CP019281.1	Enterobacterales	Transformer	0.3298385739326477	0-1194
S_ID021_T2_k141_902	1086	NZ_CP048307.1	Enterobacterales	Transformer	0.0381393954157829	0-1085
S_ID021_T2_k141_919	1014	CP057032.1	Enterobacterales	Transformer	0.0620607547461986	0-990
S_ID021_T2_k141_926	1192	CP057032.1	Enterobacterales	Transformer	0.4374146163463592	62-154
S_ID021_T2_k141_980	1087	NZ_CP070151.1	Enterobacterales	Transformer	0.996397852897644	
S_ID021_T2_k141_1006	1235	NZ_CP061330.1	Enterobacterales	Transformer	0.8969858288764954	0-1234
S_ID021_T2_k141_1010	28998	NZ_AP022144.1	Enterobacterales	Transformer	0.9998125433921814	7572-27339
S_ID021_T2_k141_1016	1945	NZ_MK764024.1	Enterobacterales	Transformer	0.1574369817972183	0-1944
S_ID021_T2_k141_1019	1139	NZ_CP070116.1	Enterobacterales	Transformer	0.9992339611053468	
S_ID021_T2_k141_1027	1138	NZ_CP041417.1	Enterobacterales	Transformer	0.7392787933349609	
S_ID021_T2_k141_1042	1809	NZ_CP076705.1	Enterobacterales	Transformer	0.0021505204495042	0-1808
S_ID021_T2_k141_1045	2342	NZ_CP075882.1	Enterobacterales	Transformer	0.9992424249649048	306-641,2108-2110,2117-2439
S_ID021_T2_k141_1051	1283	NZ_CP063154.1	Enterobacterales	Transformer	0.3173920512199402	0-1282
S_ID021_T2_k141_1053	3892	NZ_CP070151.1	Enterobacterales	Transformer	0.9993659853935242	165-3891
S_ID021_T2_k141_1060	1559	NZ_CP070116.1	Enterobacterales	Transformer	0.9996742010116576	
S_ID021_T2_k141_1065	1087	NZ_CP019906.1	Enterobacterales	Transformer	0.0011539601255208	0-1086
S_ID021_T2_k141_1066	2236	NZ_MW495061.1	Enterobacterales	Transformer	0.9996606111526488	
S_ID021_T2_k141_1098	1849	NZ_CP060058.1	Enterobacterales	Transformer	0.9357220530509948	1686-1688
S_ID021_T2_k141_1112	1053	NZ_CP048307.1	Enterobacterales	Transformer	0.0162776745855808	0-1052
S_ID021_T2_k141_1130	1906	NZ_CP068446.1	Enterobacterales	Transformer	0.027992445975542	0-1902
S_ID021_T2_k141_1135	1037	NZ_LN868946.1	Enterobacterales	Transformer	0.0018742069369181	0-1036
S_ID021_T2_k141_1150	1334	NZ_CP070151.1	Enterobacterales	Transformer	0.999687910079956	
S_ID021_T2_k141_1171	1024	NZ_CP048307.1	Enterobacterales	Transformer	0.0060613616369664	0-1023
S_ID021_T2_k141_1193	1760	CP059926.1	Enterobacterales	Transformer	0.9654141664505004	0-569
S_ID021_T2_k141_1232	34318	NZ_KY435936.1	Enterobacterales	Transformer	0.9998722076416016	5188-5342
S_ID021_T2_k141_1240	2819	NZ_CP063877.1	Enterobacterales	Transformer	0.9998277425765992	0-2677
S_ID021_T2_k141_1241	2372	NZ_CP075882.1	Enterobacterales	Transformer	0.9994309544563292	0-2100
S_ID021_T2_k141_1275	1617	NZ_LR890315.1	Enterobacterales	Transformer	0.9560803771018982	
S_ID021_T2_k141_1289	1677	NZ_CP070116.1	Enterobacterales	Transformer	0.9961379170417786	
S_ID021_T2_k141_1342	3007	NZ_CP014491.1	Enterobacterales	Transformer	0.4831030964851379	0-3006
S_ID021_T2_k141_1366	1222	NZ_CP048307.1	Enterobacterales	Transformer	0.999582827091217	0-1221
S_ID021_T2_k141_1369	6229	CP071168.1	Enterobacterales	Transformer	0.9997531771659852	140-3440,3451-4526
S_ID021_T2_k141_1371	1593	NZ_AP023209.1	Enterobacterales	Transformer	0.0330531522631645	0-1586
S_ID021_T2_k141_1401	1001	NZ_CP048307.1	Enterobacterales	Transformer	0.122178815305233	0-1000
S_ID021_T2_k141_1407	1374	NZ_CP027047.1	Enterobacterales	Transformer	0.999810755252838	0-1373
S_ID021_T2_k141_1414	1879	NZ_CP063502.1	Enterobacterales	Transformer	0.9997645020484924	0-79
S_ID021_T2_k141_1416	1321	CP057124.1	Enterobacterales	Transformer	0.5928531885147095	
S_ID021_T2_k141_1444	2274	NZ_LR883007.1	Enterobacterales	Transformer	0.5902705788612366	0-2267
S_ID021_T2_k141_1495	1666	NZ_MK433207.1	Enterobacterales	Transformer	0.0010333537356927	0-1665
S_ID021_T2_k141_1506	1894	NZ_CP063872.1	Enterobacterales	Transformer	0.5538340210914612	0-1893
S_ID021_T2_k141_1517	1052	NZ_CP070008.1	Enterobacterales	Transformer	0.0009635151945985	0-1051
S_ID021_T2_k141_1520	2940	NZ_CP075882.1	Enterobacterales	Transformer	0.9968329071998596	2651-2798
S_ID021_T2_k141_1537	1821	NZ_CP076707.1	Enterobacterales	Transformer	0.9978976249694824	
S_ID021_T2_k141_1554	1164	NZ_CP069552.1	Enterobacterales	Transformer	0.0177578199654817	0-534
S_ID021_T2_k141_1561	1740	NZ_CP026206.1	Enterobacterales	Transformer	0.961533784866333	0-1739
S_ID021_T2_k141_1565	1027	NZ_CP045207.1	Enterobacterales	Transformer	0.9997758269309998	
S_ID021_T2_k141_1572	1562	NZ_CP010123.1	Enterobacterales	Transformer	0.4923342764377594	
S_ID021_T2_k141_1578	1519	NZ_CP058189.1	Enterobacterales	Transformer	0.948655128479004	780-1514
S_ID021_T2_k141_1580	1235	NZ_MW581615.1	Enterobacterales	Transformer	0.9460660815238952	0-1234
S_ID021_T2_k141_1606	1232	CP071170.1	Enterobacterales	Transformer	0.996478259563446	0-256
S_ID021_T2_k141_1653	1040	NZ_CP063872.1	Enterobacterales	Transformer	0.6586964726448059	0-1039
S_ID021_T2_k141_1705	2078	CP058010.1	Enterobacterales	Transformer	0.3411312401294708	0-2105
S_ID021_T2_k141_1715	12147	CP071170.1	Enterobacterales	Transformer	0.9997695088386536	0-2197,2291-2790,3672-7047,8179-9846,12011-12158
S_ID021_T2_k141_1717	1110	NZ_AP023207.1	Enterobacterales	Transformer	0.1710228025913238	0-1109
S_ID021_T2_k141_1718	6397	CP071168.1	Enterobacterales	Transformer	0.9997673630714417	1841-2170,3256-3762,6256-6396
S_ID021_T2_k141_1746	1019	NZ_CP048309.1	Enterobacterales	Transformer	0.0033615555148571	0-1018
S_ID021_T2_k141_1810	1313	NZ_CP070116.1	Enterobacterales	Transformer	0.9997511506080629	0-1312
S_ID021_T2_k141_1829	3631	NZ_CP070116.1	Enterobacterales	Transformer	0.9995338916778564	0-3630
S_ID021_T2_k141_1835	1217	CP056845.1	Enterobacterales	Transformer	0.2709523439407348	0-1215
S_ID021_T2_k141_1836	2687	NZ_CP070008.1	Enterobacterales	Transformer	0.0029711876995861	0-2685
S_ID021_T2_k141_1876	1128	NZ_CP048698.1	Enterobacterales	Transformer	0.3339950740337372	0-1127
S_ID021_T2_k141_1890	1417	CP012732.1	Enterobacterales	Transformer	0.0497344806790351	0-1413
S_ID021_T2_k141_1909	1047	NZ_CP069703.1	Enterobacterales	Transformer	0.9512370824813844	0-1046
S_ID021_T2_k141_1919	1317	NZ_CP068911.1	Enterobacterales	Transformer	0.9996756315231324	57-1249
S_ID021_T2_k141_1924	1176	NZ_CP048307.1	Enterobacterales	Transformer	0.0097428923472762	0-1175
S_ID021_T2_k141_1928	1008	CP056845.1	Enterobacterales	Transformer	0.9691746830940248	0-1007
S_ID021_T2_k141_1934	1193	CP012732.1	Enterobacterales	Transformer	0.0172100830823183	0-1191
S_ID021_T2_k141_1964	1026	NZ_AP023207.1	Enterobacterales	Transformer	0.0023595932871103	0-1025
S_ID021_T2_k141_2000	1132	NZ_CP048307.1	Enterobacterales	Transformer	0.0008939028484746	0-1131
S_ID021_T2_k141_2038	1316	NZ_CP041417.1	Enterobacterales	Transformer	0.0579062141478061	0-1316
S_ID021_T2_k141_2065	1305	NZ_CP070151.1	Enterobacterales	Transformer	0.9995946288108826	
S_ID021_T2_k141_2076	1354	NZ_CP069918.1	Enterobacterales	Transformer	0.9987240433692932	
S_ID021_T2_k141_2087	1140	NZ_CP031350.1	Enterobacterales	Transformer	0.0990613922476768	0-1139
S_ID021_T2_k141_2093	1200	NZ_CP047601.1	Enterobacterales	Transformer	0.9997562766075134	
S_ID021_T2_k141_2126	1029	NZ_CP070033.1	Enterobacterales	Transformer	0.036859568208456	0-1028
S_ID021_T2_k141_2178	1099	CP044308.1	Enterobacterales	Transformer	0.0588476471602916	0-1087
S_ID021_T2_k141_2180	3645	CP071169.1	Enterobacterales	Transformer	0.999761164188385	7-144,3594-3604,3609-3729
S_ID021_T2_k141_2206	1935	NZ_MG557853.1	Enterobacterales	Transformer	0.0096467174589633	0-1934
S_ID021_T2_k141_2234	1093	NZ_CP069917.1	Enterobacterales	Transformer	0.0412908308207988	0-1093
S_ID021_T2_k141_2238	1206	NZ_CP010135.1	Enterobacterales	Transformer	0.4127978384494781	
S_ID021_T2_k141_2261	1031	NZ_LR883007.1	Enterobacterales	Transformer	0.7871320843696594	0-1041
S_ID021_T2_k141_2304	1020	CP057400.1	Enterobacterales	Transformer	0.0779040604829788	152-1019
S_ID021_T2_k141_2308	9588	NZ_CP063877.1	Enterobacterales	Transformer	0.9996426105499268	0-435,560-2862,3229-8994,9444-9587
S_ID021_T2_k141_2320	1290	NZ_CP014271.1	Enterobacterales	Transformer	0.998475968837738	2-1158
S_ID021_T2_k141_2328	1128	NZ_LR890459.1	Enterobacterales	Transformer	0.4257995188236236	0-1127
S_ID021_T2_k141_2332	1267	NZ_CP019257.1	Enterobacterales	Transformer	0.0387657880783081	1-1266
S_ID021_T2_k141_2359	5754	NZ_CP079144.1	Enterobacterales	Transformer	0.957800567150116	
S_ID021_T2_k141_2416	1369	NZ_CP019906.1	Enterobacterales	Transformer	0.0071637243963778	0-1366
S_ID021_T2_k141_2417	1179	NZ_CP069933.1	Enterobacterales	Transformer	0.006181625649333	0-1178
S_ID021_T2_k141_2428	1065	NZ_CP010123.1	Enterobacterales	Transformer	0.0881985574960708	
S_ID021_T2_k141_2434	1754	NZ_CP070008.1	Enterobacterales	Transformer	0.0002307648828718	0-1753
S_ID021_T2_k141_2450	2041	CP044351.1	Enterobacterales	Transformer	0.0048507330939173	0-2003
S_ID021_T2_k141_2488	1112	NZ_AP022376.1	Enterobacterales	Transformer	0.994895040988922	1-1107
S_ID021_T2_k141_2510	1211	NZ_CP050167.1	Enterobacterales	Transformer	0.0566492117941379	0-1210
S_ID021_T2_k141_2516	24926	NZ_CP075882.1	Enterobacterales	Transformer	0.9994851350784302	0-150,1832-24636,24754-24925
S_ID021_T2_k141_2537	1634	NZ_CP019281.1	Enterobacterales	Transformer	0.6544440388679504	123-1205,1501-1629
S_ID021_T2_k141_2539	1033	NZ_CP069703.1	Enterobacterales	Transformer	0.8197019100189209	115-1032
S_ID021_T2_k141_2548	1355	NZ_CP048307.1	Enterobacterales	Transformer	0.007173974532634	0-1354
S_ID021_T2_k141_2560	1145	NZ_CP019906.1	Enterobacterales	Transformer	0.0016715991077944	0-1144
S_ID021_T2_k141_2598	1064	NZ_CP019906.1	Enterobacterales	Transformer	0.0607056654989719	0-1063
S_ID021_T2_k141_2626	140976	NZ_CP032166.1	Enterobacterales	Transformer	0.6263459920883179	111703-120250
S_ID021_T2_k141_2643	3444	NZ_CP071396.1	Enterobacterales	Transformer	0.9994770884513856	0-146,3299-3443
S_ID021_T2_k141_2651	1641	NZ_LR890315.1	Enterobacterales	Transformer	0.1742591708898544	
S_ID021_T2_k141_2654	1192	NZ_CP057257.1	Enterobacterales	Transformer	0.0965172424912452	0-1191
S_ID021_T2_k141_2659	2336	CP057032.1	Enterobacterales	Transformer	0.223053753376007	2265-2335
S_ID021_T2_k141_2674	1974	CP056845.1	Enterobacterales	Transformer	0.0760813131928443	0-1974
S_ID021_T2_k141_2715	1146	NZ_AP023207.1	Enterobacterales	Transformer	0.0016232361085712	0-1145
S_ID021_T2_k141_2716	1110	CP043018.1	Enterobacterales	Transformer	0.0788348913192749	
S_ID021_T2_k141_2717	1191	CP044307.1	Enterobacterales	Transformer	0.0435090661048889	0-1192
S_ID021_T2_k141_2719	1775	NZ_LT985269.1	Enterobacterales	Transformer	0.0080740731209516	0-1774
S_ID021_T2_k141_2722	1110	NZ_CP041417.1	Enterobacterales	Transformer	0.0026590644847601	0-1109
S_ID021_T2_k141_2742	1928	NZ_CP041417.1	Enterobacterales	Transformer	0.0052728885784745	0-1927
S_ID021_T2_k141_2759	4057	NZ_CP063877.1	Enterobacterales	Transformer	0.9997281432151794	0-146,3899-4056
S_ID021_T2_k141_2760	1724	NZ_CP048307.1	Enterobacterales	Transformer	0.0021712377201765	0-1724
S_ID021_T2_k141_2816	1708	NZ_CP077783.1	Enterobacterales	Transformer	0.9963185787200928	140-1707
S_ID021_T2_k141_2864	2671	NZ_CP050647.1	Enterobacterales	Transformer	0.9693023562431335	0-937
S_ID021_T2_k141_2874	2300	NZ_CP070151.1	Enterobacterales	Transformer	0.9977226853370668	2275-2299
S_ID021_T2_k141_2881	1049	NZ_CP048307.1	Enterobacterales	Transformer	0.1498064398765564	0-1048
S_ID021_T2_k141_2918	1384	NZ_CP063872.1	Enterobacterales	Transformer	0.6586964726448059	0-1383
S_ID021_T2_k141_2939	1114	NZ_CP041417.1	Enterobacterales	Transformer	0.0038110457826405	0-1113
S_ID021_T2_k141_2998	1439	NZ_AP023209.1	Enterobacterales	Transformer	0.2885608673095703	0-1438
S_ID021_T2_k141_3004	13248	NZ_CP071064.1	Enterobacterales	Transformer	0.948525846004486	6952-7182,8004-11483
S_ID021_T2_k141_3010	1325	NZ_AP023208.1	Enterobacterales	Transformer	0.4859722554683685	0-1324
S_ID021_T2_k141_3041	26805	NZ_CP051492.1	Enterobacterales	Transformer	0.9998559951782228	16899-17438
S_ID021_T2_k141_3068	1410	NZ_KY706108.1	Enterobacterales	Transformer	0.9997108578681946	1406-1408
S_ID021_T2_k141_3076	1519	NZ_CP041417.1	Enterobacterales	Transformer	0.0024656280875205	0-1518
S_ID021_T2_k141_3082	1824	NZ_CP014271.1	Enterobacterales	Transformer	0.9996222257614136	0-492,1338-1376
S_ID021_T2_k141_3087	1108	NZ_CP019281.1	Enterobacterales	Transformer	0.4838882982730865	0-1106
S_ID021_T2_k141_3110	1187	CP044307.1	Enterobacterales	Transformer	0.6668096780776978	572-1186
S_ID021_T2_k141_3119	1614	CP077708.1	Enterobacterales	Transformer	0.936991572380066	
S_ID021_T2_k141_3125	1404	NZ_CP031350.1	Enterobacterales	Transformer	0.0334029085934162	0-1403
S_ID021_T2_k141_3142	1497	NZ_CP067237.1	Enterobacterales	Transformer	0.1149139478802681	0-1354
S_ID021_T2_k141_3149	13981	NZ_CP056855.1	Enterobacterales	Transformer	0.9152473211288452	1130-7820
S_ID021_T2_k141_3150	1341	NZ_CP041417.1	Enterobacterales	Transformer	0.0091263707727193	0-1341
S_ID021_T2_k141_3152	1284	NZ_CP048307.1	Enterobacterales	Transformer	0.0154618620872497	0-1283
S_ID021_T2_k141_3180	1057	NZ_CP048307.1	Enterobacterales	Transformer	0.0215875636786222	0-1056
S_ID021_T2_k141_3184	1879	NZ_CP041417.1	Enterobacterales	Transformer	0.0011108636390417	0-1878
S_ID021_T2_k141_3198	1081	NZ_CP041417.1	Enterobacterales	Transformer	0.0446465760469436	0-1080
S_ID021_T2_k141_3212	207570	NZ_CP063488.1	Enterobacterales	Transformer	0.8715426921844482	148416-156564
S_ID021_T2_k141_3237	1212	LR890226.1	Enterobacterales	Transformer	0.018372232094407	0-1211
S_ID021_T2_k141_3276	1140	NZ_AP023207.1	Enterobacterales	Transformer	0.8326272368431091	0-1139
S_ID021_T2_k141_3284	1051	NZ_CP041417.1	Enterobacterales	Transformer	0.0053715566173195	0-1050
S_ID021_T2_k141_3289	2044	NZ_CP070151.1	Enterobacterales	Transformer	0.9991697072982788	0-370
S_ID021_T2_k141_3303	3638	NZ_CP070151.1	Enterobacterales	Transformer	0.9996800422668456	
S_ID021_T2_k141_3320	1241	NZ_CP069919.1	Enterobacterales	Transformer	0.004684142768383	3-1239
S_ID021_T2_k141_3383	1096	NZ_CP070116.1	Enterobacterales	Transformer	0.9979650974273682	455-826
S_ID021_T2_k141_3387	1038	NZ_CP041417.1	Enterobacterales	Transformer	0.3476250767707824	0-1037
S_ID021_T2_k141_3396	1923	NZ_CP041417.1	Enterobacterales	Transformer	0.0044772382825613	0-1922
S_ID021_T2_k141_3398	3224	CP071168.1	Enterobacterales	Transformer	0.9996993541717528	
S_ID021_T2_k141_3403	1361	NZ_AP023207.1	Enterobacterales	Transformer	0.0069047473371028	0-1360
S_ID021_T2_k141_3414	1343	NZ_CP024616.1	Enterobacterales	Transformer	0.9997875094413756	40-1045,1187-1342
S_ID021_T2_k141_3418	1288	CP057032.1	Enterobacterales	Transformer	0.0406681187450885	0-775,840-1278
S_ID021_T2_k141_494	1309	CP008701.1	Enterobacterales	BLASTn	nan	2-1308
S_ID021_T2_k141_593	1208	NZ_AP022413.1	Enterobacterales	BLASTn	nan	0-1207
S_ID021_T2_k141_1765	1529	NZ_MK433207.1	Enterobacterales	BLASTn	nan	0-1528
S_ID021_T2_k141_2501	1119	NZ_CP070008.1	Enterobacterales	BLASTn	nan	0-1110
