id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
S_ID077_T4_k141_5525:588-2024	97	343	1437	0	100.00%	100%
S_ID078_T4_k141_7842:266-1702	97	343	1437	0	100.00%	100%
S_ID086_T3_k141_1646:588-2024	97	343	1437	0	100.00%	100%
S_ID087_T3_k141_2377:588-2024	97	343	1437	0	100.00%	100%
SRR13622686_k141_1511:224-1660	97	343	1437	0	100.00%	100%
SRR13622792_k141_143:158-1594	97	343	1437	0	100.00%	100%
SRR13622923_k141_3559:696-2132	97	343	1437	0	100.00%	100%
SRR13622927_k141_2088:1000-2436	97	343	1437	0	100.00%	100%
SRR13774438_k141_121:201-1637	97	343	1437	0	100.00%	100%
SRR13774447_k141_1701:508-1944	97	343	1437	0	100.00%	100%
SRR13774465_k141_7398:574-2010	97	343	1437	0	100.00%	100%
SRR13774466_k141_5244:222-1658	97	343	1437	0	100.00%	100%
SRR13774467_k141_7141:223-1659	97	343	1437	0	100.00%	100%
SRR13774495_k141_2709:196-1632	97	343	1437	0	100.00%	100%
SRR13774510_k141_18:608-2044	97	343	1437	0	100.00%	100%
SRR13774513_k141_886:1773-3209	97	343	1437	0	100.00%	100%
SRR13774520_k141_584:1122-2558	97	343	1437	0	100.00%	100%
SRR13774527_k141_441:608-2044	97	343	1437	0	100.00%	100%
SRR13774531_k141_7660:508-1944	97	343	1437	0	100.00%	100%
SRR13774532_k141_5896:224-1660	97	343	1437	0	99.93%	100%
SRR13774536_k141_2447:607-2043	97	343	1437	0	100.00%	100%
SRR13774548_k141_203:508-1944	97	343	1437	0	100.00%	100%
SRR13774571_k141_3890:224-1660	97	343	1437	0	100.00%	100%
SRR13774577_k141_503:508-1944	97	343	1437	0	100.00%	100%
SRR13774579_k141_915:717-2153	97	343	1437	0	100.00%	100%
SRR13774581_k141_739:224-1660	97	343	1437	0	100.00%	100%
SRR13774593_k141_8600:224-1660	97	343	1437	0	100.00%	100%
SRR13774620_k141_984:1122-2558	97	343	1437	0	100.00%	100%
SRR13774622_k141_567:608-2044	97	343	1437	0	100.00%	100%
SRR13774625_k141_5116:2011-3447	97	343	1437	0	100.00%	100%
SRR13774636_k141_1587:2007-3443	97	343	1437	0	100.00%	100%
SRR13774666_k141_7036:508-1944	97	343	1437	0	100.00%	100%
SRR13774667_k141_5187:608-2044	97	343	1437	0	100.00%	100%
SRR13774672_k141_69:608-2044	97	343	1437	0	100.00%	100%
SRR13774674_k141_1781:224-1660	97	343	1437	0	100.00%	100%
SRR13774682_k141_9130:608-2044	97	343	1437	0	100.00%	100%
SRR17713573_k141_1250:201-1637	97	343	1437	0	100.00%	100%
SRR17713574_k141_2874:539-1975	97	343	1437	0	100.00%	100%
SRR17713576_k141_4444:196-1632	97	343	1437	0	100.00%	100%
SRR17713591_k141_1278:539-1975	97	343	1437	0	100.00%	100%
SRR17713595_k141_3540:508-1944	97	343	1437	0	100.00%	100%
SRR17713609_k141_166:224-1660	97	343	1437	0	100.00%	100%
SRR17713646_k141_1076:2001-3437	97	343	1437	0	100.00%	100%
SRR17713647_k141_1964:2011-3447	97	343	1437	0	100.00%	100%
SRR17713649_k141_1633:1122-2558	97	343	1437	0	100.00%	100%
SRR17713653_k141_1321:1922-3358	97	343	1437	0	100.00%	100%
SRR17713663_k141_698:1122-2558	97	343	1437	0	100.00%	100%
SRR17713664_k141_854:584-2020	97	343	1437	0	100.00%	100%
SRR17713665_k141_1782:502-1938	97	343	1437	0	100.00%	100%
SRR17713667_k141_2918:224-1660	97	343	1437	0	100.00%	100%
SRR17713677_k141_374:224-1660	97	343	1437	0	100.00%	100%
SRR17721984_k141_258:121-1557	97	343	1437	0	100.00%	100%
SRR17721993_k141_4489:606-2042	97	343	1437	0	100.00%	100%
SRR17722007_k141_737:608-2044	97	343	1437	0	100.00%	100%
SRR17722008_k141_87:608-2044	97	343	1437	0	100.00%	100%
SRR17722009_k141_171:608-2044	97	343	1437	0	100.00%	100%
SRR17722013_k141_1823:224-1660	97	343	1437	0	100.00%	100%
SRR17722017_k141_3053:508-1944	97	343	1437	0	100.00%	100%
SRR17722018_k141_2076:508-1944	97	343	1437	0	100.00%	100%
SRR17722019_k141_663:608-2044	97	343	1437	0	100.00%	100%
SRR17722025_k141_6284:224-1660	97	343	1437	0	100.00%	100%
SRR17722054_k141_4180:224-1660	97	343	1437	0	100.00%	100%
SRR17722070_k141_1641:717-2153	97	343	1437	0	100.00%	100%
SRR17722087_k141_2150:541-1977	97	343	1437	0	100.00%	100%
SRR17722088_k141_5745:608-2044	97	343	1437	0	100.00%	100%
SRR17722089_k141_4498:608-2044	97	343	1437	0	100.00%	100%
SRR17722101_k141_48:508-1944	97	343	1437	0	100.00%	100%
SRR17722117_k141_1364:135-1571	97	343	1437	0	100.00%	100%
SRR17722127_k141_3717:222-1658	97	343	1437	0	100.00%	100%
SRR17722143_k141_88:222-1658	97	343	1437	0	100.00%	100%
SRR17722144_k141_515:222-1658	97	343	1437	0	100.00%	100%
SRR17722145_k141_4653:219-1655	97	343	1437	0	100.00%	100%
SRR17722156_k141_3229:539-1975	97	343	1437	0	100.00%	100%
SRR17722157_k141_4567:539-1975	97	343	1437	0	100.00%	100%
SRR17722187_k141_1262:224-1660	97	343	1437	0	100.00%	100%
SRR17722191_k141_591:539-1975	97	343	1437	0	100.00%	100%
SRR17722193_k141_267:270-1706	97	343	1437	0	100.00%	100%
SRR17722216_k141_349:201-1637	97	343	1437	0	100.00%	100%
SRR17722220_k141_776:717-2153	97	343	1437	0	100.00%	100%
SRR17722225_k141_1007:541-1977	97	343	1437	0	100.00%	100%
SRR17722230_k141_201:541-1977	97	343	1437	0	100.00%	100%
SRR17722236_k141_4802:223-1659	97	343	1437	0	100.00%	100%
SRR17722238_k141_1780:539-1975	97	343	1437	0	100.00%	100%
SRR17722239_k141_2712:539-1975	97	343	1437	0	100.00%	100%
SRR17722240_k141_1929:539-1975	97	343	1437	0	100.00%	100%
SRR17722243_k141_392:222-1658	97	343	1437	0	100.00%	100%
SRR17722260_k141_1051:223-1659	97	343	1437	0	100.00%	100%
SRR17722261_k141_224:541-1977	97	343	1437	0	100.00%	100%
SRR17722262_k141_3437:222-1658	97	343	1437	0	100.00%	100%
SRR17722263_k141_1348:222-1658	97	343	1437	0	100.00%	100%
SRR17722276_k141_473:959-2395	97	343	1437	0	100.00%	100%
SRR17722303_k141_1015:534-1970	97	343	1437	0	100.00%	100%
SRR17722308_k141_337:539-1975	97	343	1437	0	100.00%	100%
SRR17722313_k141_3575:185-1621	97	343	1437	0	100.00%	100%
SRR17722332_k141_1012:538-1974	97	343	1437	0	100.00%	100%
SRR17722333_k141_199:221-1657	97	343	1437	0	100.00%	100%
SRR17722346_k141_1466:224-1660	97	343	1437	0	100.00%	100%
SRR17722383_k141_6617:181-1617	97	343	1437	0	100.00%	100%
SRR17722412_k141_1351:539-1975	97	343	1437	0	100.00%	100%
SRR17722414_k141_1188:586-2022	97	343	1437	0	100.00%	100%
SRR17722421_k141_23083:660-2096	97	343	1437	0	100.00%	100%
SRR17722438_k141_5070:1853-3289	97	343	1437	0	100.00%	100%
SRR17722442_k141_4846:224-1660	97	343	1437	0	100.00%	100%
SRR17722445_k141_2070:224-1660	97	343	1437	0	100.00%	100%
SRR17722446_k141_1706:224-1660	97	343	1437	0	100.00%	100%
SRR17722447_k141_1946:224-1660	97	343	1437	0	100.00%	100%
SRR17722448_k141_1921:224-1660	97	343	1437	0	100.00%	100%
SRR17722449_k141_1784:224-1660	97	343	1437	0	100.00%	100%
SRR17722451_k141_462:224-1660	97	343	1437	0	100.00%	100%
SRR17722454_k141_2549:608-2044	97	343	1437	0	100.00%	100%
SRR17722457_k141_1192:508-1944	97	343	1437	0	100.00%	100%
SRR17722459_k141_4452:1268-2704	97	343	1437	0	100.00%	100%
SRR17722460_k141_428:1910-3346	97	343	1437	0	100.00%	100%
SRR17722463_k141_2464:539-1975	97	343	1437	0	100.00%	100%
SRR17722464_k141_2901:539-1975	97	343	1437	0	100.00%	100%
SRR17722470_k141_180:121-1557	97	343	1437	0	100.00%	100%
SRR17722472_k141_3854:539-1975	97	343	1437	0	100.00%	100%
SRR17722474_k141_508:541-1977	97	343	1437	0	100.00%	100%
SRR17722486_k141_2007:541-1977	97	343	1437	0	100.00%	100%
SRR17722499_k141_434:222-1658	97	343	1437	0	100.00%	100%
SRR17722507_k141_7504:494-1930	97	343	1437	0	100.00%	100%
SRR17722516_k141_1230:541-1977	97	343	1437	0	100.00%	100%
SRR17722527_k141_216:541-1977	97	343	1437	0	100.00%	100%
SRR17722528_k141_499:717-2153	97	343	1437	0	100.00%	100%
SRR17722530_k141_6043:717-2153	97	343	1437	0	100.00%	100%
SRR17722536_k141_1966:717-2153	97	343	1437	0	100.00%	100%
SRR17722543_k141_1860:539-1975	97	343	1437	0	100.00%	100%
SRR17722556_k141_200:223-1659	97	343	1437	0	100.00%	100%
SRR17722577_k141_3222:541-1977	97	343	1437	0	100.00%	100%
SRR17722578_k141_321:541-1977	97	343	1437	0	100.00%	100%
SRR17722579_k141_284:224-1660	97	343	1437	0	100.00%	100%
SRR17722613_k141_492:224-1660	97	343	1437	0	100.00%	100%
SRR17722646_k141_323:508-1944	97	343	1437	0	100.00%	100%
SRR17722656_k141_1458:222-1658	97	343	1437	0	100.00%	100%
SRR17722663_k141_97:223-1659	97	343	1437	0	100.00%	100%
SRR17722664_k141_225:224-1660	97	343	1437	0	100.00%	100%
SRR17722684_k141_4127:541-1977	97	343	1437	0	100.00%	100%
SRR17722736_k141_784:1131-2567	97	343	1437	0	100.00%	100%
SRR17722765_k141_1054:202-1638	97	343	1437	0	99.93%	100%
SRR17722782_k141_4599:223-1659	97	343	1437	0	100.00%	100%
SRR17722794_k141_2356:223-1659	97	343	1437	0	100.00%	100%
SRR17722822_k141_297:539-1975	97	343	1437	0	100.00%	100%
SRR17722823_k141_809:539-1975	97	343	1437	0	100.00%	100%
SRR17722834_k141_709:539-1975	97	343	1437	0	100.00%	100%
SRR17722845_k141_520:539-1975	97	343	1437	0	100.00%	100%
SRR17722847_k141_3285:223-1659	97	343	1437	0	100.00%	100%
SRR17722869_k141_2849:224-1660	97	343	1437	0	100.00%	100%
SRR17722870_k141_2365:224-1660	97	343	1437	0	100.00%	100%
SRR17722924_k141_2949:2011-3447	97	343	1437	0	100.00%	100%
SRR17722942_k141_1780:717-2153	97	343	1437	0	100.00%	100%
SRR17722945_k141_191:717-2153	97	343	1437	0	100.00%	100%
SRR17779792_k141_1771:224-1660	97	343	1437	0	100.00%	100%
SRR17779794_k141_2432:541-1977	97	343	1437	0	100.00%	100%
SRR17779797_k141_2117:223-1659	97	343	1437	0	100.00%	100%
SRR17779870_k141_1267:224-1660	97	343	1437	0	100.00%	100%
SRR17779878_k141_253:539-1975	97	343	1437	0	100.00%	100%
SRR17779881_k141_1007:539-1975	97	343	1437	0	100.00%	100%
SRR17779899_k141_284:336-1772	97	343	1437	0	100.00%	100%
SRR17779948_k141_3610:586-2022	97	343	1437	0	100.00%	100%
SRR17779950_k141_102:520-1956	97	343	1437	0	100.00%	100%
SRR17779957_k141_61:606-2042	97	343	1437	0	100.00%	100%
SRR17779960_k141_720:541-1977	97	343	1437	0	100.00%	100%
SRR17779966_k141_2860:1159-2595	97	343	1437	0	100.00%	100%
SRR17779970_k141_139:1122-2558	97	343	1437	0	100.00%	100%
SRR17779971_k141_5484:642-2078	97	343	1437	0	100.00%	100%
SRR17779977_k141_3945:717-2153	97	343	1437	0	100.00%	100%
SRR17779989_k141_1000:608-2044	97	343	1437	0	100.00%	100%
SRR17780004_k141_1516:222-1658	97	343	1437	0	99.86%	100%
SRR17780010_k141_440:223-1659	97	343	1437	0	100.00%	100%
SRR17780011_k141_629:223-1659	97	343	1437	0	100.00%	100%
SRR17780017_k141_416:1114-2550	97	343	1437	0	100.00%	100%
SRR17780018_k141_632:190-1626	97	343	1437	0	100.00%	100%
SRR17780022_k141_1024:253-1689	97	343	1437	0	100.00%	100%
SRR17780023_k141_472:253-1689	97	343	1437	0	100.00%	100%
SRR17780028_k141_1815:224-1660	97	343	1437	0	100.00%	100%
SRR17780035_k141_306:209-1645	97	343	1437	0	99.86%	100%
SRR17780058_k141_386:222-1658	97	343	1437	0	100.00%	100%
SRR17780099_k141_1495:222-1658	97	343	1437	0	100.00%	100%
SRR17780102_k141_1504:223-1659	97	343	1437	0	100.00%	100%
SRR17780159_k141_290:223-1659	97	343	1437	0	100.00%	100%
SRR17780172_k141_2035:223-1659	97	343	1437	0	100.00%	100%
SRR17780208_k141_1916:224-1660	97	343	1437	0	100.00%	100%
SRR17780257_k141_4564:224-1660	97	343	1437	0	100.00%	100%
SRR17780299_k141_2425:223-1659	97	343	1437	0	100.00%	100%
SRR17780300_k141_1118:223-1659	97	343	1437	0	100.00%	100%
SRR17780304_k141_1535:608-2044	97	343	1437	0	100.00%	100%
SRR17780324_k141_357:1122-2558	97	343	1437	0	100.00%	100%
SRR17780328_k141_425:202-1638	97	343	1437	0	100.00%	100%
SRR17780394_k141_62:2308-3744	97	343	1437	0	100.00%	100%
SRR17780399_k141_3646:606-2042	97	343	1437	0	100.00%	100%
SRR17780400_k141_3594:508-1944	97	343	1437	0	100.00%	100%
SRR17780401_k141_149:3251-4687	97	343	1437	0	100.00%	100%
SRR17780422_k141_1497:224-1660	97	343	1437	0	100.00%	100%
SRR17780423_k141_1185:545-1981	97	343	1437	0	100.00%	100%
SRR17780439_k141_483:529-1965	97	343	1437	0	100.00%	100%
SRR17780444_k141_992:604-2040	97	343	1437	0	100.00%	100%
SRR17780446_k141_783:608-2044	97	343	1437	0	100.00%	100%
SRR17780477_k141_3970:541-1977	97	343	1437	0	100.00%	100%
SRR17780483_k141_1145:631-2067	97	343	1437	0	100.00%	100%
SRR17780494_k141_1517:1822-3258	97	343	1437	0	100.00%	100%
SRR17780506_k141_654:1896-3332	97	343	1437	0	100.00%	100%
SRR17780507_k141_588:508-1944	97	343	1437	0	100.00%	100%
SRR17780508_k141_396:608-2044	97	343	1437	0	100.00%	100%
SRR17780519_k141_3169:50-1486	97	343	1437	0	100.00%	100%
SRR17780531_k141_1370:608-2044	97	343	1437	0	100.00%	100%
SRR17780534_k141_1178:608-2044	97	343	1437	0	100.00%	100%
SRR17780539_k141_1131:202-1638	97	343	1437	0	100.00%	100%
SRR17780548_k141_3085:809-2245	97	343	1437	0	100.00%	100%
SRR17780550_k141_3314:682-2118	97	343	1437	0	100.00%	100%
SRR17780586_k141_1978:224-1660	97	343	1437	0	100.00%	100%
SRR17780596_k141_1163:222-1658	97	343	1437	0	99.86%	100%
SRR17780608_k141_538:222-1658	97	343	1437	0	99.86%	100%
SRR17780632_k141_1026:541-1977	97	343	1437	0	100.00%	100%
SRR17780643_k141_993:539-1975	97	343	1437	0	100.00%	100%
SRR17780658_k141_987:672-2108	97	343	1437	0	100.00%	100%
SRR17780666_k141_3557:223-1659	97	343	1437	0	100.00%	100%
SRR17780694_k141_560:223-1659	97	343	1437	0	100.00%	100%
SRR17780738_k141_649:505-1941	97	343	1437	0	100.00%	100%
SRR17780761_k141_152:508-1944	97	343	1437	0	100.00%	100%
SRR21171077_k141_120:224-1660	97	343	1437	0	100.00%	100%
SRR21171079_k141_118:224-1660	97	343	1437	0	100.00%	100%
SRR25947150_k141_6426:600-2036	97	343	1437	0	100.00%	100%
SRR25947172_k141_310:1525-2961	97	343	1437	0	100.00%	100%
SRR25947208_k141_1699:223-1659	97	343	1437	0	100.00%	100%
SRR25947531_k141_52549:202-1638	97	343	1437	0	100.00%	100%
SRR3131714_k141_1548:224-1660	97	343	1437	0	100.00%	100%
SRR3131764_k141_2639:539-1975	97	343	1437	0	100.00%	100%
SRR3132129_k141_1155:224-1660	97	343	1437	0	100.00%	100%
SRR5405625_k141_316:222-1658	97	343	1437	0	100.00%	100%
SRR5405649_k141_622:221-1657	97	343	1437	0	100.00%	100%
SRR5405652_k141_10572:400-1836	97	343	1437	0	100.00%	100%
SRR5405660_k141_5711:558-1994	97	343	1437	0	100.00%	100%
SRR5405692_k141_4376:222-1658	97	343	1437	0	100.00%	100%
SRR5405711_k141_747:222-1658	97	343	1437	0	100.00%	100%
SRR5405712_k141_3623:541-1977	97	343	1437	0	100.00%	100%
SRR5405769_k141_2153:717-2153	97	343	1437	0	100.00%	100%
SRR5405826_k141_10376:223-1659	97	343	1437	0	100.00%	100%
SRR5405855_k141_3075:223-1659	97	343	1437	0	100.00%	100%
SRR5405856_k141_676:223-1659	97	343	1437	0	100.00%	100%
SRR5405861_k141_2515:224-1660	97	343	1437	0	100.00%	100%
SRR5405922_k119_1830:202-1638	97	343	1437	0	100.00%	100%
SRR5405925_k119_1405:583-2019	97	343	1437	0	100.00%	100%
SRR5405949_k119_3435:202-1638	97	343	1437	0	100.00%	100%
SRR5406000_k119_474:516-1952	97	343	1437	0	100.00%	100%
SRR5406011_k119_142:202-1638	97	343	1437	0	100.00%	100%
SRR5575417_k141_52:1724-3160	97	343	1437	0	100.00%	100%
SRR5963176_k141_2001:555-1991	97	343	1437	0	100.00%	100%
SRR5963194_k141_5010:399-1835	97	343	1437	0	100.00%	100%
SRR5963214_k141_195:222-1658	97	343	1437	0	100.00%	100%
SRR5963241_k141_333:223-1659	97	343	1437	0	100.00%	100%
SRR5963263_k141_9761:543-1979	97	343	1437	0	100.00%	100%
SRR5963277_k141_3144:224-1660	97	343	1437	0	100.00%	100%
SRR5963283_k141_1515:224-1660	97	343	1437	0	100.00%	100%
SRR5963290_k141_14788:222-1658	97	343	1437	0	100.00%	100%
SRR5963367_k141_449:224-1660	97	343	1437	0	100.00%	100%
SRR5963376_k141_589:224-1660	97	343	1437	0	100.00%	100%
SRR5963391_k141_6114:223-1659	97	343	1437	0	100.00%	100%
SRR5963413_k141_6850:541-1977	97	343	1437	0	100.00%	100%
SRR5963424_k141_2676:224-1660	97	343	1437	0	100.00%	100%
SRR6257383_k119_3045:201-1637	97	343	1437	0	100.00%	100%
SRR6257386_k119_36:202-1638	97	343	1437	0	100.00%	100%
SRR6257388_k119_5044:200-1636	97	343	1437	0	100.00%	100%
SRR6257391_k119_5346:201-1637	97	343	1437	0	100.00%	100%
SRR6257398_k119_3999:200-1636	97	343	1437	0	100.00%	100%
SRR6257402_k119_2671:202-1638	97	343	1437	0	100.00%	100%
SRR6257403_k119_515:415-1851	97	343	1437	0	100.00%	100%
SRR6257426_k119_4116:1047-2483	97	343	1437	0	100.00%	100%
SRR6257427_k119_1674:508-1944	97	343	1437	0	100.00%	100%
SRR6257428_k119_7629:200-1636	97	343	1437	0	100.00%	100%
SRR6257429_k119_545:200-1636	97	343	1437	0	100.00%	100%
SRR6257444_k119_681:201-1637	97	343	1437	0	100.00%	100%
SRR6257449_k119_9062:202-1638	97	343	1437	0	100.00%	100%
SRR6257450_k119_969:202-1638	97	343	1437	0	100.00%	100%
SRR6257451_k119_1365:202-1638	97	343	1437	0	100.00%	100%
SRR6257460_k119_610:201-1637	97	343	1437	0	100.00%	100%
SRR6257506_k119_3031:1724-3160	97	343	1437	0	100.00%	100%
SRR9865493_k141_408:586-2022	97	343	1437	0	100.00%	100%
SRR9865551_k141_3357:166-1602	97	343	1437	0	100.00%	100%
SRR9865742_k141_1993:541-1977	97	343	1437	0	100.00%	100%
SRR9865747_k141_4111:156-1592	97	343	1437	0	100.00%	100%
SRR17722192_k141_1632:180-1613	97	343	1434	0	100.00%	99%
SRR17722715_k141_3338:1-1434	97	343	1434	0	99.93%	99%
SRR21171293_k141_2295:3-1433	97	343	1431	0	100.00%	99%
SRR5405757_k141_1253:2-1408	97	343	1407	0	100.00%	97%
SRR9865773_k141_2833:21-1409	97	343	1389	0	99.93%	96%
SRR1779107_k141_233:1-1365	97	343	1365	0	100.00%	94%
SRR17713616_k141_824:2-1360	97	343	1359	0	100.00%	94%
SRR13774673_k141_1417:103-1452	97	343	1350	0	100.00%	93%
ERR4407127_k141_4254:391-1821	98	5	1431	1	100	100%
ERR4407128_k141_2299:391-1821	98	5	1431	0	100.00%	100%
ERR4406909_k141_11561:2-1426	98	5	1425	0	100.00%	99%
SRR25947208_k141_3515:677-2101	98	5	1425	0	100.00%	99%
ERR4407108_k141_4378:2-1393	98	5	1392	0	100.00%	97%
S_ID064_T3_k141_3502:5132-6556	99	1	1425	1	100	100%
SRR17780088_k141_646:458-1873	100	1	1416	1	100	100%
ERR4406678_k141_2647:839-2245	101	7	1407	1	100	100%
SRR5963237_k141_896:427-1833	101	7	1407	0	99.57%	100%
SRR6257496_k119_1057:2019-3398	101	7	1380	0	99.13%	98%
SRR5963340_k141_4147:21342-22712	101	7	1371	0	99.05%	97%
SRR17779947_k141_544:2-1357	101	7	1356	0	99.19%	96%
SRR5405994_k119_8225:21503-22849	101	7	1347	0	99.18%	95%
SRR5405921_k119_10293:2-1327	101	7	1326	0	99.32%	94%
SRR17779823_k141_1540:560-1960	102	1	1401	1	100	100%
SRR17722847_k141_2042:264-1661	103	1	1398	1	100	100%
SRR5405850_k141_1091:907-2304	104	2	1398	1	100	100%
SRR5405845_k141_104:278-1651	104	2	1374	0	100.00%	98%
SRR17722776_k141_4814:3-1388	105	1	1386	1	100	100%
SRR21171097_k141_806:4490-5875	106	5	1386	1	100	100%
ERR4406650_k141_12631:3006-4325	106	5	1320	0	99.70%	95%
ERR4406981_k141_400:628-1947	106	5	1320	0	99.62%	95%
ERR4406982_k141_3467:628-1947	106	5	1320	0	99.62%	95%
SRR17722013_k141_629:247-1563	106	5	1317	0	100.00%	95%
SRR5405687_k141_6155:24070-25455	107	1	1386	1	100	100%
ERR4406692_k141_5064:1284-2660	108	79	1377	1	100	100%
ERR4406808_k141_4348:2096-3472	108	79	1377	0	99.93%	100%
ERR4406826_k141_804:2096-3472	108	79	1377	0	99.93%	100%
ERR4406844_k141_1362:1737-3113	108	79	1377	0	99.85%	100%
ERR4406856_k141_1290:276-1652	108	79	1377	0	99.85%	100%
ERR4406871_k141_1251:281-1657	108	79	1377	0	99.85%	100%
ERR4406873_k141_3568:281-1657	108	79	1377	0	99.85%	100%
ERR4406876_k141_22558:281-1657	108	79	1377	0	99.85%	100%
ERR4406938_k141_4927:267-1643	108	79	1377	0	99.85%	100%
ERR4406951_k141_1695:281-1657	108	79	1377	0	99.85%	100%
ERR4406954_k141_7658:281-1657	108	79	1377	0	99.85%	100%
ERR4406977_k141_1575:2084-3460	108	79	1377	0	99.93%	100%
ERR4406979_k141_934:135-1511	108	79	1377	0	99.93%	100%
ERR4406980_k141_147:294-1670	108	79	1377	0	99.93%	100%
ERR4406991_k141_1460:281-1657	108	79	1377	0	99.93%	100%
ERR4406997_k141_3318:1679-3055	108	79	1377	0	99.93%	100%
ERR4407015_k141_1154:1364-2740	108	79	1377	0	99.93%	100%
ERR4407051_k141_912:2044-3420	108	79	1377	0	100.00%	100%
ERR4407186_k141_63:2434-3810	108	79	1377	0	99.93%	100%
S_ID055_T2_k141_3371:132-1508	108	79	1377	0	99.85%	100%
S_ID064_T3_k141_2536:261-1637	108	79	1377	0	99.93%	100%
SRR13622838_k141_14373:1237-2613	108	79	1377	0	99.85%	100%
SRR13622840_k141_23361:3076-4452	108	79	1377	0	99.85%	100%
SRR13774484_k141_686:691-2067	108	79	1377	0	99.93%	100%
SRR13774550_k141_3899:666-2042	108	79	1377	0	99.93%	100%
SRR13774580_k141_6904:1731-3107	108	79	1377	0	99.93%	100%
SRR13774593_k141_5478:281-1657	108	79	1377	0	99.85%	100%
SRR13774613_k141_2965:713-2089	108	79	1377	0	99.85%	100%
SRR13774650_k141_1413:692-2068	108	79	1377	0	99.93%	100%
SRR13774682_k141_5484:1257-2633	108	79	1377	0	100.00%	100%
SRR13774686_k141_3322:1310-2686	108	79	1377	0	100.00%	100%
SRR13774689_k141_297:2084-3460	108	79	1377	0	99.93%	100%
SRR13774708_k141_604:1443-2819	108	79	1377	0	100.00%	100%
SRR17713610_k141_924:754-2130	108	79	1377	0	99.93%	100%
SRR17713611_k141_995:754-2130	108	79	1377	0	99.93%	100%
SRR17722123_k141_1324:281-1657	108	79	1377	0	99.93%	100%
SRR17722125_k141_13:281-1657	108	79	1377	0	99.93%	100%
SRR17722126_k141_945:281-1657	108	79	1377	0	99.93%	100%
SRR17722144_k141_329:278-1654	108	79	1377	0	99.93%	100%
SRR17722145_k141_1889:167-1543	108	79	1377	0	99.93%	100%
SRR17722475_k141_1328:691-2067	108	79	1377	0	99.93%	100%
SRR17722480_k141_99:213-1589	108	79	1377	0	99.78%	100%
SRR17722482_k141_283:3085-4461	108	79	1377	0	99.85%	100%
SRR17722483_k141_1063:1767-3143	108	79	1377	0	99.85%	100%
SRR17722709_k141_1116:157-1533	108	79	1377	0	99.93%	100%
SRR17722782_k141_8144:1245-2621	108	79	1377	0	99.93%	100%
SRR17722794_k141_1714:1245-2621	108	79	1377	0	99.93%	100%
SRR17722936_k141_625:546-1922	108	79	1377	0	99.93%	100%
SRR17779857_k141_336:999-2375	108	79	1377	0	99.93%	100%
SRR17780012_k141_2115:1257-2633	108	79	1377	0	100.00%	100%
SRR17780017_k141_110:1257-2633	108	79	1377	0	100.00%	100%
SRR17780018_k141_488:1245-2621	108	79	1377	0	100.00%	100%
SRR17780022_k141_972:1257-2633	108	79	1377	0	100.00%	100%
SRR17780023_k141_237:1257-2633	108	79	1377	0	100.00%	100%
SRR17780090_k141_1502:1257-2633	108	79	1377	0	100.00%	100%
SRR17780149_k141_592:1633-3009	108	79	1377	0	99.93%	100%
SRR17780150_k141_769:1996-3372	108	79	1377	0	99.93%	100%
SRR17780153_k141_744:2126-3502	108	79	1377	0	99.93%	100%
SRR17780161_k141_1803:130-1506	108	79	1377	0	99.93%	100%
SRR17780236_k141_251:1488-2864	108	79	1377	0	99.85%	100%
SRR17780613_k141_1415:1661-3037	108	79	1377	0	99.93%	100%
SRR17780687_k141_2542:440-1816	108	79	1377	0	99.93%	100%
SRR21171014_k141_609:1662-3038	108	79	1377	0	99.93%	100%
SRR21171296_k141_729:1218-2594	108	79	1377	0	100.00%	100%
SRR25947273_k141_1542:1912-3288	108	79	1377	0	99.93%	100%
SRR5405698_k141_3116:1604-2980	108	79	1377	0	99.85%	100%
SRR5405706_k141_5441:1604-2980	108	79	1377	0	99.85%	100%
SRR5405708_k141_107:681-2057	108	79	1377	0	99.93%	100%
SRR5405709_k141_140:1603-2979	108	79	1377	0	99.85%	100%
SRR5405776_k141_132:281-1657	108	79	1377	0	99.85%	100%
SRR5405898_k119_2853:272-1648	108	79	1377	0	99.93%	100%
SRR5575355_k141_73:777-2153	108	79	1377	0	99.93%	100%
SRR5575366_k141_385:1361-2737	108	79	1377	0	99.93%	100%
SRR5575417_k141_143:777-2153	108	79	1377	0	99.93%	100%
SRR5575418_k141_309:1403-2779	108	79	1377	0	99.93%	100%
SRR5963208_k141_8470:668-2044	108	79	1377	0	99.93%	100%
SRR6257389_k119_286:1855-3231	108	79	1377	0	99.93%	100%
SRR6257429_k119_177:2334-3710	108	79	1377	0	99.93%	100%
SRR17722749_k141_33:1-1371	108	79	1371	0	99.93%	99%
ERR4406926_k141_14:245-1618	109	18	1374	1	100	100%
SRR17722189_k141_394:7845-9218	109	18	1374	0	100.00%	100%
SRR21171098_k141_2231:196-1569	109	18	1374	0	100.00%	100%
SRR5963158_k141_2011:9227-10600	109	18	1374	0	100.00%	100%
SRR9865791_k141_2799:231-1604	109	18	1374	0	99.93%	100%
S_ID002_T3_k141_381:3070-4422	109	18	1353	0	99.41%	98%
S_ID024_T2_k141_4041:770-2122	109	18	1353	0	99.41%	98%
S_ID047_T3_k141_632:1019-2371	109	18	1353	0	99.41%	98%
S_ID055_T3_k141_1170:167-1519	109	18	1353	0	99.41%	98%
